870,96,1093999494
834,734,1093999555
383,507,1094006285
91,686,1094006896
91,734,1094007139
91,734,1094007198
803,240,1094007923
393,734,1094008068
803,708,1094008111
803,595,1094008145
395,734,1094009271
630,556,1094009923
336,96,1094010468
803,96,1094010919
259,96,1094010928
803,96,1094010992
803,96,1094011013
259,96,1094011185
259,96,1094011676
259,96,1094011745
259,708,1094011864
259,96,1094012030
540,91,1094012356
39,129,1094012652
592,415,1094012757
259,708,1094012822
400,96,1094013290
400,96,1094013365
696,734,1094013987
259,240,1094014194
400,727,1094014582
259,96,1094014658
259,96,1094014699
400,96,1094014755
686,96,1094016283
686,96,1094016408
686,96,1094017142
686,708,1094017421
730,96,1094017807
730,96,1094018250
730,96,1094019042
730,240,1094019153
259,96,1094020301
259,240,1094020375
259,708,1094020476
274,598,1094020679
274,96,1094020957
50,360,1094021708
50,444,1094021770
542,251,1094022764
173,895,1094028646
725,734,1094044386
478,730,1094047459
313,598,1094047986
313,732,1094048007
313,433,1094048118
313,701,1094048143
313,186,1094048212
313,776,1094048231
313,387,1094048364
313,730,1094048374
313,33,1094048395
313,596,1094048472
351,36,1094051062
351,94,1094051244
91,727,1094051507
91,444,1094051553
91,734,1094051808
804,542,1094052964
384,507,1094053118
259,96,1094053305
259,96,1094053425
363,734,1094054232
730,96,1094056246
730,96,1094056259
730,240,1094056387
730,240,1094056699
730,240,1094056990
730,240,1094057458
730,708,1094057709
91,734,1094058478
9,94,1094058580
9,251,1094058671
588,251,1094059381
259,96,1094060962
259,240,1094062380
696,94,1094062470
90,867,1094063178
686,96,1094063259
686,96,1094063694
9,251,1094063867
9,94,1094066017
367,444,1094066941
283,387,1094068550
173,376,1094068747
395,433,1094068803
395,867,1094068900
9,376,1094069433
173,376,1094069702
9,376,1094070396
173,376,1094071363
730,240,1094072551
730,240,1094072683
696,154,1094073063
9,376,1094073175
363,867,1094073212
730,96,1094073339
730,96,1094074267
93,376,1094074840
93,686,1094075003
93,686,1094075086
93,251,1094075223
93,507,1094075248
93,598,1094075292
9,376,1094077203
686,96,1094078676
686,94,1094078943
141,759,1094078945
686,708,1094079071
686,708,1094079085
9,759,1094079334
173,759,1094079438
9,759,1094079730
421,154,1094079910
555,257,1094085183
400,96,1094085346
