13,75,1,1270099545
4,75,1,1270101819
94,14,1,1270102568
94,9,1,1270102568
94,59,1,1270102568
94,2,1,1270102568
94,95,1,1270102568
13,4,1,1270102686
13,17,1,1270102686
13,3,1,1270102686
13,8,1,1270102686
13,40,1,1270102686
107,99,1,1270103017
13,65,1,1270103084
13,3,1,1270103084
13,8,1,1270103084
13,40,1,1270103084
107,18,1,1270103089
96,15,1,1270103398
96,61,1,1270103398
96,12,1,1270103398
11,31,1,1270103610
11,25,1,1270103610
11,32,1,1270103610
11,33,1,1270103610
25,11,1,1270103698
33,11,1,1270103816
13,3,1,1270103838
13,40,1,1270103838
13,4,1,1270103838
29,75,1,1270104073
14,94,1,1270104168
8,13,1,1270104287
95,94,1,1270104307
23,75,1,1270104444
16,8,1,1270104599
11,5,1,1270104619
16,8,1,1270104630
16,13,1,1270104698
16,1,1,1270104729
61,96,1,1270104744
16,1,1,1270104754
70,75,1,1270104801
105,75,1,1270104849
104,30,1,1270104885
5,11,1,1270104998
19,75,1,1270105553
70,1,1,1270105587
70,87,1,1270105587
70,47,1,1270105587
70,85,1,1270105587
70,75,1,1270105587
70,76,1,1270105587
70,38,1,1270105587
70,4,1,1270105587
70,151,1,1270105587
70,29,1,1270105587
70,93,1,1270105587
70,53,1,1270105587
70,22,1,1270105587
70,98,1,1270105587
70,56,1,1270105587
70,69,1,1270105587
70,42,1,1270105587
70,36,1,1270105587
70,37,1,1270105587
70,95,1,1270105587
70,84,1,1270105587
70,88,1,1270105587
70,89,1,1270105587
70,82,1,1270105587
70,68,1,1270105587
70,86,1,1270105587
70,21,1,1270105587
68,70,1,1270105589
69,70,1,1270105589
13,3,1,1270105619
13,4,1,1270105619
13,53,1,1270105619
13,50,1,1270105619
13,40,1,1270105619
24,3,1,1270105620
24,8,1,1270105620
24,26,1,1270105620
24,66,1,1270105620
24,51,1,1270105620
1,70,1,1270105644
94,14,1,1270105666
94,9,1,1270105666
3,24,1,1270105676
14,94,1,1270105730
3,13,1,1270105780
51,24,1,1270105824
8,24,1,1270105891
13,40,1,1270105908
50,3,1,1270105989
50,53,1,1270105989
50,3,1,1270106071
50,53,1,1270106071
12,96,1,1270106144
50,3,1,1270106172
50,53,1,1270106172
3,50,1,1270106184
4,70,1,1270106186
3,50,1,1270106217
3,8,1,1270106322
3,13,1,1270106322
3,50,1,1270106339
50,86,1,1270106471
15,96,1,1270106482
15,12,1,1270106482
17,53,1,1270106483
38,36,1,1270106788
32,11,1,1270106838
56,70,1,1270106985
56,75,1,1270106992
