20319,60
8122,17
25,10001
25,9913
58,19301
87,24761
25,9860
24761,87
21846,66
86,26162
86,26153
2,1096
4,17
86,26162
4,1474
4,1455
4,1477
1133,66
4594,14
9913,25
14,4594
25,9856
14247,40
25,9996
25,9923
10001,25
23403,72
1096,2
17,8122
8122,17
40,14449
25,9913
25,10032
25615,85
19,8916
14444,40
9988,25
86,26044
4,17
4,17
4,17
9988,25
14444,40
40,14444
15,6987
19,8916
9988,25
14283,40
25,9988
40,14444
66,12166
26166,86
82,25321
40,14444
25321,82
25,9858
12283,66
12283,66
87,24786
24211,78
25,9856
78,24211
9858,25
25,9858
25,9858
24211,78
1255,40
32,107
32,12639
35,13221
69,107
19,8916
13239,35
35,13221
13220,35
41,41
67,21962
40,1255
67,21962
69,22738
15186,41
21684,66
22738,69
13665,38
35,13221
14084,39
67,21962
35,13221
33,12976
69,18735
69,15900
13066,41
69,22785
13016,33
76,2
18735,69
33,12978
32,12686
33,12978
76,24178
32,12686
76,107
76,24178
24163,76
43,107
14084,39
33,12988
33,12988
33,12976
36,13365
12988,33
33,13136
2,6
38,13503
10595,28
38,13513
38,13675
14084,39
38,13513
13513,38
21,9086
47,3722
49,1010
4210,12
55,107
20,8976
2,6
81,107
6,2
2,6
85,25655
76,24164
69,107
69,13368
69,10957
18583,55
38,13528
10595,28
69,22785
58,19306
55,18561
21,9081
38,13513
27,107
14084,39
35,13221
10640,28
55,18583
35,13221
10595,28
69,18735
6778,15
6778,15
17496,49
49,17439
85,2808
13,4457
22805,69
52,17761
41,15182
69,22675
15,6989
3702,35
14084,39
3728,9
50,17647
2,6
59,15963
59,15963
17,8124
52,17773
10654,28
69,22675
13016,33
82,25150
25150,82
2,1242
2830,85
10365,26
79,24628
79,24605
82,13038
21,9081
21,9086
41,15259
68,22514
79,24630
21156,63
41,15267
79,3989
79,24607
41,15248
79,24607
69,18735
81,49
3728,9
81,24943
21,9081
81,24943
41,15181
81,24944
2,1242
69,18735
58,19301
2,1242
2,1243
8125,17
69,10957
6,1057
79,24628
2,6
17756,52
82,25150
20901,61
2814,85
2,6
52,17761
85,2808
3989,79
31,11686
15551,82
18567,55
55,18567
9081,21
41,15305
8120,17
25150,82
6,2642
71,22960
6,2644
6,2699
25150,82
45,96
6,20
6,20
45,16318
16318,45
46,16634
45,16337
45,16324
46,16635
46,16636
46,16637
46,16638
46,16639
69,22682
26,10365
16337,45
49,17433
9,3729
69,13368
69,22738
9,3730
38,13514
3711,9
45,16325
22806,69
45,16351
85,25656
45,16449
22806,69
9,3729
9,3732
9086,21
85,2808
54,18409
76,2
13038,82
16318,45
86,96
24631,79
68,107
6,2647
68,22513
2,1020
2,1020
4594,14
36,13391
18604,55
1087,2
86,26096
2808,85
36,13391
25,25
25,9856
38,13528
36,13365
1087,2
10647,28
52,10158
18409,54
52,17793
3702,35
40,1255
32,148
69,107
69,22738
15818,43
86,26093
25,9872
25,9860
25,9856
40,1255
13032,35
86,26096
1,771
26096,86
47,17194
1,801
18749,55
8,8
2830,85
47,17194
68,22513
9856,25
2,1065
35,13221
2,10
85,2803
85,25658
85,25624
1065,2
40,14244
85,2798
40,14469
85,2828
85,2828
2828,85
16325,45
40,14252
2803,85
9856,25
2,1065
4594,14
49,17457
17457,49
13353,36
26,10159
29,11144
29,11171
2,1020
38,13535
16,7625
9856,25
49,17498
4698,14
32,12651
33,13137
26,10159
17805,52
26,10159
4698,14
33,1214
9874,25
21156,63
15963,59
54,18409
2,10
59,19455
14,4594
52,17752
18409,54
52,17752
59,19432
71,22960
71,22967
71,22960
40,14247
9081,21
31,11686
11686,31
55,18561
38,13549
54,96
54,18426
25621,85
54,18472
79,24632
79,24632
79,24632
35,13221
79,24632
79,24632
79,24632
79,24632
79,24632
85,25628
79,24632
16,7635
13649,38
10,6
9862,25
54,18409
8249,17
58,19301
71,22960
2798,85
19301,58
66,15946
86,96
2815,85
9872,25
15,6990
86,25993
86,26166
40,14470
53,107
43,2011
68,22513
68,107
8655,67
8250,17
43,2011
2420,12
2254,43
52,17752
2420,12
66,21095
9,3732
22515,68
52,17867
15305,41
47,3722
10,2644
87,26556
52,17752
3989,79
20898,61
15305,41
52,258
24630,79
74,74
79,3989
40,7353
87,24716
52,258
9086,21
40,14283
25,10005
10005,25
14,4594
14,4879
40,75
27,10436
85,2825
40,12684
10595,28
19,8839
85,2825
15305,41
24716,87
25621,85
39,14074
87,24716
4594,14
10658,28
21,9081
21,9086
25,9862
25,9872
11726,31
25,9872
9872,25
11688,31
21,9081
26168,86
84,10158
9874,25
59,19432
71,22978
71,22960
31,11686
10,2644
85,2828
10,2644
9880,25
2,1065
71,22960
2,1033
12196,31
67,21962
9,3711
52,17773
31,12084
31,12084
85,2825
11686,31
1020,2
10,6
25,10033
16,7625
11932,31
59,15963
52,17844
52,17970
11932,31
31,11755
11932,31
8122,17
6702,15
3711,9
79,24605
9081,21
12084,31
54,96
54,18431
11686,31
71,22960
31,11755
31,11755
52,10158
1,584
71,22960
46,2878
11932,31
1065,2
1065,2
31,11686
9,3734
21,9081
85,2825
25,9860
21,9100
21,9100
21,9086
1,456
61,66
61,107
61,66
9929,25
25,25
86,96
25,9858
40,1255
40,1181
86,25993
9858,25
22960,71
46,13234
9872,25
52,10158
86,25993
38,13514
87,107
13617,42
21848,66
46,2597
47,17178
57,61
57,61
38,13535
14084,39
14084,39
38,13678
46,1
46,1
67,21962
17194,47
67,21962
67,21962
46,2926
46,96
46,16641
17499,49
38,13503
42,15530
42,82
82,42
46,2926
15900,43
42,82
42,82
10957,69
21684,66
13680,38
2829,67
2829,67
20,9017
17500,49
33,12981
13520,38
33,13138
3766,69
33,35
33,35
47,17178
33,35
33,35
33,12978
41,15181
33,13138
24180,76
15387,41
12981,33
2878,46
17455,49
42,13617
46,2878
42,107
2878,46
42,15742
42,15742
74,23831
74,23831
