67,50,949366440
67,13,949366440
139,69,949369200
139,69,949369200
137,141,949383540
137,141,949383540
49,19,949384620
125,61,949392180
125,61,949394700
48,136,949396140
48,27,949396140
114,114,949397940
114,114,949397940
67,50,949467180
67,13,949467180
67,48,949467180
137,32,949474860
125,61,949476900
67,50,949479060
67,13,949479060
48,136,949484640
48,27,949484640
122,54,949487460
122,150,949487460
122,150,949487460
137,2,949538640
137,2,949538640
137,49,949557600
137,2,949563900
48,136,949626240
48,27,949626240
48,67,949630440
48,13,949630860
48,13,949630860
137,49,949632180
137,141,949632180
137,2,949632180
137,141,949632180
137,2,949632180
125,49,949632240
49,137,949633680
137,49,949634100
48,107,949652940
48,136,949657560
48,27,949657560
67,48,949884840
67,50,949885200
67,13,949885200
67,50,949889640
67,13,949890480
81,114,949891020
137,49,949896180
67,50,949906740
147,107,949919520
48,13,949972380
48,13,949972380
147,107,949981500
147,107,949989120
67,13,949992780
118,101,949997280
137,2,950061720
137,49,950063040
114,114,950076840
114,96,950076840
114,96,950076840
49,141,950086020
48,136,950087220
48,27,950087220
137,141,950153340
125,61,950168520
48,136,950229900
48,27,950229900
137,49,950248020
67,13,950250240
48,13,950253360
48,13,950253480
48,67,950253480
48,147,950253480
48,50,950253480
48,67,950254620
48,136,950255760
48,27,950255760
107,54,950260620
107,150,950260620
107,150,950260620
67,50,950507460
67,13,950507580
67,13,950509740
67,48,950510040
48,147,950512800
67,13,950513460
48,136,950518800
48,27,950518800
48,13,950578620
48,67,950578620
48,147,950578620
48,50,950578620
48,136,950578620
67,147,950586360
75,49,950596860
