67,13,1
139,69,2
139,69,3
137,141,4
137,141,5
49,19,6
125,61,7
125,61,8
48,136,9
48,27,10
114,114,11
114,114,12
67,50,13
67,13,14
67,48,15
137,32,16
125,61,17
67,50,18
67,13,19
48,136,20
48,27,21
122,54,22
122,150,23
122,150,24
137,2,25
137,2,26
137,49,27
137,2,28
48,136,29
48,27,30
48,67,31
48,13,32
48,13,33
137,49,34
137,141,35
137,2,36
137,141,37
137,2,38
125,49,39
49,137,40
137,49,41
48,107,42
48,136,43
48,27,44
67,48,45
67,50,46
67,13,47
67,50,48
67,13,49
81,114,50
137,49,51
67,50,52
147,107,53
48,13,54
48,13,55
147,107,56
147,107,57
67,13,58
118,101,59
137,2,60
137,49,61
114,114,62
114,96,63
114,96,64
49,141,65
48,136,66
48,27,67
137,141,68
125,61,69
48,136,70
48,27,71
137,49,72
67,13,73
48,13,74
48,13,75
48,67,76
48,147,77
48,50,78
48,67,79
48,136,80
48,27,81
107,54,82
107,150,83
107,150,84
67,50,85
67,13,86
67,13,87
67,48,88
48,147,89
67,13,90
48,136,91
48,27,92
48,13,93
48,67,94
48,147,95
48,50,96
48,136,97
67,147,98
75,49,99
118,101,100
48,147,101
49,141,102
49,141,103
48,147,104
48,13,105
48,13,106
137,49,107
137,49,108
48,147,109
48,147,110
48,136,111
48,27,112
48,147,113
48,147,114
49,19,115
48,147,116
48,147,117
48,136,118
48,136,119
48,27,120
48,147,121
48,136,122
48,27,123
114,81,124
114,81,125
114,81,126
114,81,127
137,49,128
114,96,129
67,147,130
67,50,131
67,13,132
67,48,133
107,54,134
107,150,135
107,54,136
107,150,137
114,81,138
107,54,139
107,150,140
107,150,141
114,96,142
67,50,143
75,49,144
75,137,145
49,141,146
49,2,147
49,2,148
75,49,149
114,96,150
114,96,151
49,141,152
49,2,153
48,136,154
48,27,155
32,18,156
32,32,157
32,137,158
32,68,159
32,66,160
32,4,161
32,49,162
32,18,163
32,32,164
32,137,165
32,68,166
32,66,167
32,4,168
32,49,169
13,48,170
48,13,171
27,69,172
48,13,173
48,67,174
48,147,175
48,50,176
137,49,177
49,137,178
137,18,179
137,141,180
137,2,181
137,49,182
137,141,183
137,2,184
137,141,185
137,49,186
137,2,187
137,141,188
137,49,189
137,2,190
125,61,191
147,13,192
147,50,193
147,48,194
147,67,195
147,67,196
147,13,197
147,50,198
147,48,199
147,67,200
147,67,201
48,147,202
48,107,203
48,147,204
48,107,205
48,147,206
48,107,207
48,147,208
48,107,209
67,147,210
81,114,211
107,54,212
107,150,213
107,101,214
107,96,215
107,44,216
107,62,217
107,45,218
107,107,219
114,81,220
114,63,221
48,136,222
48,27,223
137,141,224
137,49,225
137,19,226
137,2,227
137,141,228
137,49,229
137,19,230
137,2,231
50,67,232
114,114,233
114,114,234
137,141,235
137,2,236
67,50,237
67,13,238
122,54,239
122,150,240
122,150,241
114,114,242
114,114,243
114,96,244
114,96,245
48,136,246
48,27,247
32,18,248
32,32,249
32,137,250
32,141,251
32,68,252
32,66,253
32,4,254
32,49,255
32,18,256
32,32,257
32,137,258
32,141,259
32,68,260
32,66,261
32,4,262
32,49,263
49,19,264
49,141,265
49,141,266
114,114,267
114,114,268
48,13,269
48,67,270
48,147,271
48,50,272
48,136,273
48,27,274
49,141,275
49,2,276
49,19,277
49,141,278
49,2,279
49,19,280
114,81,281
114,63,282
48,147,283
48,147,284
114,96,285
48,136,286
48,27,287
48,77,288
48,77,289
48,77,290
48,39,291
48,132,292
48,13,293
48,13,294
96,114,295
114,60,296
67,50,297
50,67,298
50,147,299
50,67,300
49,19,301
49,141,302
49,2,303
147,13,304
147,50,305
147,67,306
147,13,307
147,48,308
147,67,309
147,13,310
147,48,311
48,136,312
48,27,313
88,48,314
49,137,315
49,137,316
67,147,317
67,147,318
48,136,319
48,27,320
48,136,321
48,27,322
114,81,323
67,50,324
48,147,325
48,107,326
48,147,327
48,107,328
137,141,329
137,2,330
137,2,331
49,19,332
49,32,333
49,141,334
49,141,335
48,136,336
48,27,337
137,49,338
48,147,339
48,107,340
48,147,341
48,107,342
114,60,343
114,96,344
114,60,345
114,96,346
67,50,347
48,136,348
48,27,349
67,50,350
49,19,351
67,13,352
67,50,353
114,114,354
114,110,355
114,96,356
114,114,357
114,110,358
114,96,359
114,114,360
114,110,361
114,96,362
114,114,363
114,110,364
114,96,365
48,13,366
48,147,367
48,147,368
40,48,369
40,48,370
67,13,371
67,13,372
48,147,373
48,13,374
48,67,375
48,147,376
48,50,377
48,13,378
48,67,379
48,147,380
48,50,381
137,137,382
114,96,383
114,96,384
67,50,385
67,13,386
48,136,387
48,27,388
49,19,389
49,2,390
67,50,391
67,50,392
147,27,393
67,50,394
67,13,395
147,48,396
147,67,397
147,67,398
48,147,399
48,136,400
48,27,401
125,61,402
125,61,403
67,13,404
137,49,405
114,110,406
114,110,407
114,96,408
114,96,409
137,49,410
137,49,411
67,13,412
67,13,413
125,61,414
48,13,415
48,67,416
48,147,417
48,50,418
48,27,419
48,147,420
48,147,421
48,147,422
48,147,423
67,13,424
125,61,425
125,61,426
48,136,427
48,27,428
125,61,429
125,61,430
96,114,431
96,81,432
67,147,433
67,50,434
67,13,435
67,48,436
67,147,437
67,50,438
67,13,439
67,48,440
122,54,441
122,150,442
122,150,443
122,123,444
48,136,445
48,27,446
114,96,447
114,63,448
137,49,449
114,96,450
114,96,451
114,60,452
114,60,453
114,60,454
114,60,455
137,141,456
137,2,457
62,44,458
62,44,459
62,44,460
62,44,461
137,141,462
137,2,463
137,141,464
137,2,465
114,63,466
114,63,467
48,136,468
48,27,469
67,13,470
67,13,471
48,147,472
48,13,473
48,107,474
48,147,475
48,13,476
48,107,477
48,136,478
48,27,479
67,147,480
67,50,481
67,13,482
67,48,483
67,147,484
16,16,485
16,16,486
114,110,487
125,61,488
125,61,489
125,61,490
125,61,491
48,136,492
48,27,493
67,147,494
67,147,495
114,63,496
114,96,497
48,77,498
48,39,499
48,132,500
67,13,501
67,13,502
67,13,503
67,13,504
49,19,505
49,2,506
49,141,507
49,141,508
67,147,509
48,147,510
48,147,511
114,63,512
48,13,513
48,67,514
48,147,515
48,50,516
125,61,517
67,13,518
67,50,519
48,136,520
48,27,521
48,13,522
48,67,523
48,147,524
48,50,525
48,13,526
48,67,527
48,147,528
48,50,529
75,49,530
125,61,531
49,75,532
48,13,533
48,67,534
48,147,535
48,50,536
49,75,537
125,61,538
137,49,539
137,49,540
114,63,541
114,63,542
137,2,543
137,49,544
137,49,545
107,127,546
107,129,547
107,54,548
107,123,549
114,96,550
114,96,551
75,49,552
137,32,553
137,49,554
114,63,555
114,114,556
114,114,557
114,63,558
114,114,559
114,114,560
125,61,561
125,61,562
114,114,563
114,114,564
48,136,565
48,147,566
48,147,567
114,81,568
114,63,569
114,60,570
114,60,571
137,141,572
137,2,573
137,141,574
137,2,575
67,13,576
114,63,577
137,49,578
75,49,579
49,59,580
49,59,581
67,147,582
67,147,583
48,136,584
48,27,585
48,136,586
67,50,587
27,27,588
114,114,589
114,114,590
49,59,591
13,67,592
13,147,593
114,81,594
114,81,595
67,50,596
48,136,597
48,27,598
67,147,599
67,147,600
114,81,601
114,63,602
114,60,603
114,60,604
114,81,605
114,63,606
114,60,607
114,81,608
114,63,609
114,60,610
44,111,611
48,13,612
48,13,613
49,19,614
49,141,615
49,19,616
49,141,617
67,147,618
67,50,619
67,13,620
67,48,621
44,104,622
48,136,623
48,27,624
114,96,625
114,63,626
114,89,627
125,61,628
49,125,629
49,61,630
49,61,631
114,96,632
114,96,633
114,96,634
114,89,635
114,63,636
49,125,637
49,61,638
13,48,639
13,67,640
13,147,641
13,50,642
48,136,643
48,27,644
13,48,645
13,67,646
13,147,647
13,50,648
49,59,649
13,50,650
13,48,651
114,114,652
125,61,653
48,67,654
48,67,655
67,50,656
48,13,657
48,67,658
48,147,659
48,50,660
147,13,661
147,48,662
147,50,663
147,67,664
147,50,665
147,67,666
147,67,667
49,141,668
125,61,669
137,49,670
48,136,671
48,27,672
150,129,673
137,2,674
67,147,675
48,147,676
48,147,677
114,63,678
114,81,679
114,96,680
114,96,681
147,13,682
147,13,683
147,13,684
147,13,685
75,58,686
75,58,687
48,147,688
48,147,689
73,49,690
49,73,691
147,50,692
147,50,693
50,13,694
50,67,695
50,147,696
50,48,697
76,50,698
48,147,699
48,147,700
147,67,701
147,13,702
147,67,703
147,13,704
147,67,705
147,13,706
147,67,707
147,13,708
147,136,709
147,136,710
62,102,711
114,114,712
114,114,713
44,150,714
49,59,715
49,59,716
114,64,717
26,25,718
114,114,719
114,114,720
114,114,721
114,114,722
114,64,723
114,64,724
137,32,725
49,141,726
49,2,727
49,73,728
49,141,729
49,2,730
49,73,731
73,49,732
73,141,733
73,2,734
73,141,735
73,2,736
49,32,737
114,114,738
114,114,739
125,61,740
48,147,741
48,147,742
147,136,743
147,136,744
147,136,745
147,67,746
147,67,747
147,50,748
49,137,749
67,13,750
67,13,751
137,68,752
147,67,753
147,67,754
147,67,755
147,67,756
50,13,757
50,67,758
50,147,759
50,48,760
48,147,761
147,48,762
147,67,763
147,67,764
147,48,765
147,67,766
147,67,767
147,48,768
147,67,769
147,67,770
147,48,771
147,67,772
147,67,773
137,2,774
137,141,775
137,141,776
75,58,777
76,136,778
147,48,779
147,67,780
147,48,781
147,67,782
48,147,783
67,147,784
67,13,785
44,104,786
44,91,787
27,27,788
27,27,789
27,27,790
27,27,791
76,136,792
147,48,793
147,48,794
125,61,795
147,136,796
147,136,797
147,67,798
67,147,799
67,147,800
50,13,801
50,67,802
50,147,803
50,48,804
49,59,805
114,96,806
114,96,807
125,58,808
49,49,809
50,13,810
50,67,811
50,147,812
50,48,813
147,67,814
147,48,815
147,67,816
147,48,817
50,13,818
50,67,819
50,147,820
50,48,821
67,50,822
67,50,823
67,48,824
67,48,825
67,13,826
67,147,827
49,28,828
147,67,829
147,67,830
147,50,831
147,50,832
67,147,833
48,48,834
48,48,835
147,76,836
147,67,837
76,147,838
147,67,839
147,67,840
147,67,841
147,67,842
76,136,843
76,136,844
44,78,845
67,147,846
67,147,847
137,49,848
137,49,849
44,78,850
67,147,851
67,147,852
67,147,853
67,147,854
147,48,855
147,48,856
147,48,857
147,48,858
67,147,859
67,50,860
49,141,861
49,141,862
76,136,863
137,49,864
76,136,865
67,13,866
13,67,867
147,136,868
147,136,869
49,18,870
67,13,871
67,13,872
67,147,873
49,59,874
147,13,875
147,13,876
147,48,877
147,48,878
147,48,879
147,50,880
147,67,881
147,67,882
147,48,883
147,50,884
147,67,885
147,67,886
137,141,887
137,2,888
147,67,889
147,48,890
147,67,891
147,48,892
48,147,893
48,147,894
48,147,895
67,13,896
67,50,897
67,50,898
76,142,899
76,136,900
147,136,901
67,147,902
114,60,903
114,96,904
114,96,905
114,60,906
114,96,907
114,96,908
114,60,909
114,96,910
114,96,911
13,48,912
13,67,913
13,147,914
13,50,915
147,136,916
147,67,917
67,147,918
147,67,919
147,67,920
147,13,921
147,48,922
147,13,923
147,48,924
147,13,925
147,48,926
147,13,927
147,48,928
137,49,929
119,77,930
119,77,931
13,48,932
13,67,933
13,147,934
13,50,935
48,13,936
48,67,937
48,147,938
48,50,939
67,13,940
137,137,941
67,13,942
50,13,943
50,67,944
50,147,945
50,48,946
150,45,947
150,107,948
150,129,949
150,107,950
137,141,951
137,2,952
136,48,953
137,32,954
137,2,955
67,147,956
147,48,957
147,48,958
147,67,959
147,67,960
147,67,961
147,48,962
147,50,963
147,67,964
147,48,965
147,50,966
76,142,967
76,136,968
48,13,969
48,67,970
48,147,971
48,50,972
67,147,973
147,67,974
67,147,975
67,50,976
67,48,977
67,147,978
67,50,979
67,48,980
137,18,981
137,18,982
114,81,983
114,63,984
114,60,985
125,61,986
114,81,987
114,63,988
114,81,989
114,63,990
67,16,991
114,81,992
114,63,993
114,81,994
114,63,995
114,81,996
114,63,997
114,60,998
48,13,999
48,67,1000
48,147,1001
48,50,1002
48,136,1003
136,48,1004
50,13,1005
50,67,1006
50,147,1007
50,48,1008
114,81,1009
48,147,1010
137,141,1011
137,2,1012
137,2,1013
147,50,1014
13,48,1015
67,50,1016
48,13,1017
76,60,1018
48,13,1019
48,13,1020
67,48,1021
67,48,1022
48,13,1023
48,67,1024
48,147,1025
48,50,1026
48,147,1027
48,67,1028
48,147,1029
48,67,1030
147,48,1031
147,48,1032
67,50,1033
147,67,1034
147,48,1035
147,50,1036
147,67,1037
147,48,1038
147,50,1039
48,147,1040
147,27,1041
147,67,1042
147,48,1043
147,50,1044
147,67,1045
147,48,1046
147,50,1047
147,50,1048
147,48,1049
147,67,1050
147,50,1051
147,48,1052
67,147,1053
147,50,1054
147,67,1055
147,48,1056
147,67,1057
147,48,1058
147,50,1059
147,67,1060
147,48,1061
147,67,1062
147,48,1063
67,147,1064
67,50,1065
67,48,1066
67,147,1067
67,50,1068
67,48,1069
48,13,1070
147,48,1071
147,48,1072
147,48,1073
147,48,1074
147,48,1075
147,48,1076
48,67,1077
48,147,1078
48,50,1079
48,67,1080
48,147,1081
48,50,1082
48,67,1083
48,147,1084
48,50,1085
67,50,1086
48,147,1087
48,13,1088
48,147,1089
48,147,1090
48,147,1091
67,147,1092
75,49,1093
147,48,1094
147,48,1095
147,48,1096
147,48,1097
75,49,1098
76,60,1099
76,142,1100
76,142,1101
114,81,1102
114,81,1103
60,76,1104
76,60,1105
50,67,1106
50,147,1107
50,48,1108
114,114,1109
96,114,1110
139,73,1111
139,69,1112
139,73,1113
139,69,1114
75,11,1115
147,107,1116
107,147,1117
114,81,1118
114,63,1119
114,60,1120
147,67,1121
147,67,1122
147,67,1123
147,67,1124
147,67,1125
147,13,1126
147,67,1127
147,50,1128
